Posicao,EMPRESA,SETOR,VENDAS LÍQUIDAS VALOR(EM R$ MILHÕES),VENDAS LÍQUIDAS VALOR(EM US$ MILHÕES),VENDAS LÍQUIDAS CRESCIMENTO(EM %),LUCRO LÍQUIDO AJUSTADO(EM US$ MILHÕES),LUCRO LÍQUIDO LEGAL(EM US$ MILHÕES),PATRIMÔNIO LÍQUIDO AJUSTADO(EM US$ MILHÕES),PATRIMÔNIO LÍQUIDO LEGAL(EM US$ MILHÕES),RENTABILIDADE AJUSTADA(EM %),RENTABILIDADE LEGAL(EM %),RENTABILIDADE SOBRE VENDAS(EM %),CAPITAL CIRCUL. LÍQUIDO(EM US$ MILHÕES),LIQUIDEZ GERAL(EM NO. ÍNDICE),ENDIVIDAMENTO GERAL(EM %),ENDIVIDAMENTO LONGO PRAZO(EM %),RIQUEZA CRIADA(EM US$ MILHÕES),NO. DE EMPREG.,RIQUEZA CRIADA POR EMPREG.(EM US$ MIL),SALÁRIOS E ENCARGOS(EM US$ MILHÕES),TRIBUTOS(EM US$ MILHÕES),EBITDA(EM US$ MILHÕES),EXPORTAÇÃO VALOR(EM US$ MILHÕES),EXPORTAÇÃO % DAS VENDAS,CONTROLE ACIONÁRIO,Ano
332,Usina Coruripe,Energia,2407.1,597.2,-8.5,15,11.9,211.6,205.1,7,5.8,2.5,139.5,0.8,77.6,58.2,187.6,9349,20.1,97.8,3.9,144.8,328,54.9,Brasileiro,2018
81,C. Vale,Produção Agropecuária,7696.3,1909.4,14.2,23,23.2,409.2,393.6,5.5,5.8,1.2,205.2,1,71.2,17.2,196.9,7798,25.9,99.8,46.4,104.3,267.5,14,Brasileiro,2016
362,Fibria-MS,Papel e Celulose,1980.5,491.4,-0.1,99.4,93.3,1698.4,1629.9,5.8,5.7,20.2,426.6,0.5,46.2,40.6,NA,1212,NA,33.3,NA,291.2,297.2,60.5,Brasileiro,2016
344,Eletrosul,Energia,2267.1,562.4,-35.9,75.8,92.1,1614.4,1601.2,4.6,5.7,13.5,174.3,1.1,41.1,31.4,418.6,1229,325.4,93.4,117.8,232,NA,NA,Estatal,2017
213,Embasa,Infraestrutura,3607,894.9,6.5,90.9,86.7,1549.9,1509.5,5.8,5.7,10.2,92.1,0.8,27.6,20.6,366.5,5039,76.2,184.1,112.2,188.1,NA,NA,Estatal,2018
370,South 32 Minerals,Mineração,2098.2,520.5,18.7,46.6,51.4,900.7,884.8,5.1,5.7,8.9,423.9,1.8,26.9,20.2,106.8,18,6103.5,2.2,25.3,166.1,486,93.4,Australiano,2018
214,RGE,Energia,3354,832.1,-21.6,27.8,27.2,479.6,458.8,5.6,5.7,3.3,40.3,1,60.4,38.8,648.6,1749,377.7,23.3,547.9,126.3,NA,NA,Brasileiro,2016
303,Frimesa,Produção Agropecuária,2660.5,660.1,-0.3,8.8,7.5,137.2,132.5,6.5,5.7,1.3,29,0.8,67.6,21.9,187.9,8472,23.9,71.6,106.7,25.8,101.2,15.3,Brasileiro,2018
279,Cateno,Serviços,2838.6,704.2,-0.4,174.5,185.7,3227,3158.9,5.1,5.6,24.8,519.5,4.8,4,1,351.1,82,4979.9,4.5,93.4,352,NA,NA,Brasileiro,2018
153,Rede (Redecard),Serviços,4905.3,1217,-21,129.6,239.6,4255.2,4249.1,3,5.6,10.7,2159,1.3,76,0.2,467.7,1993,231,72.3,241.5,462.7,NA,NA,Brasileiro,2019
6,Telefônica,Telecomunicações,43958.3,10905.9,NA,943,1129.2,19783.5,19139,4.5,5.6,8.6,-773.4,0.7,32.1,12.9,7702,33331,229.3,742,4634.3,3400.7,NA,NA,Espanhol,2016
430,Tigre,Indústria da Construção,1674.2,415.4,-14.9,9.8,19,329.3,323.9,2.8,5.6,2.4,106.4,1.4,33.1,11.5,261.5,4069,63.1,68.9,171.4,29,14.8,3.6,Brasileiro,2016
227,Soluções Usiminas,Siderurgia e Metalurgia,3432.9,851.7,25.1,12.1,16.8,289.4,287,4,5.6,1.4,173.4,2.2,35.5,7.4,NA,1269,NA,39.8,NA,30.5,0.1,0,Nipo-ítalo-Brasil.,2018
166,Ultragaz,Varejo,4330.6,1074.4,4.8,12.3,12.7,239,224.6,5.1,5.6,1.1,70.6,1.1,55.3,43.1,198.9,3300,60.8,96.6,33.7,66.9,NA,NA,Brasileiro,2015
485,Mediservice,Serviços de Saúde,1557.1,386.3,-15.6,3.5,5.7,99.6,99.5,3.5,5.6,0.9,93.5,2.6,38.3,2.7,7,52,126.8,0.7,5,3.9,NA,NA,Brasileiro,2018
480,Adecoagro Vale do Ivinhema,Energia,1507.7,374.1,-7.8,26.2,22.5,421.1,409.5,6.2,5.5,7,203.4,0.5,58.2,48.7,NA,5106,NA,41.6,NA,176,160.5,42.9,Amer./Brasileiro,2017
282,Castrolanda,Produção Agropecuária,2702.1,670.4,6.3,14.8,14.3,272.4,254.9,5.3,5.5,2.2,69.3,0.9,55.1,22.5,54.8,2304,30.2,24.8,6.7,28.7,39.3,5.9,Brasileiro,2015
234,Cooperalfa,Produção Agropecuária,3372.3,836.7,16,17.3,18.2,339,332.3,5.1,5.5,2.1,144.1,1.2,44.3,17.8,79.2,3230,24.9,42.2,17.1,34,98.5,11.8,Brasileiro,2018
432,Ruff,Atacado,1860.2,461.5,-7.7,1,1.7,5.3,5.1,3.2,5.5,0.2,25.8,1,84.9,72.4,14,99,140.5,2.7,7.1,3.7,NA,NA,Brasileiro,2019
500,Cagece,Infraestrutura,1508.7,374.3,8.8,37.8,34.3,650.4,631.7,5.7,5.4,10.1,55.8,0.7,35.6,27.3,178.4,1216,141.5,18.5,53.7,88.3,NA,NA,Estatal,2018
165,Aperam,Siderurgia e Metalurgia,4334.8,1075.5,0.3,39.6,34.4,655.1,605.5,5.8,5.4,3.7,126.2,0.7,51.5,33.2,271.4,2268,124.8,67.3,88.9,155.9,NA,NA,Anglo-Indiano,2015
233,Albras,Siderurgia e Metalurgia,3390.1,841.1,4.6,26.2,32.6,597.8,590.7,4.3,5.4,3.1,200.9,4,14.7,4.3,NA,NA,NA,NA,NA,99.5,NA,NA,Norueguês,2018
65,Coelba,Energia,8941.7,2218.4,11.2,55.7,47.5,875.1,849.9,6.1,5.4,2.5,-245.1,0.9,74.3,43.4,1178.8,2897,424,81.2,894.7,289.1,NA,NA,Espanhol,2017
236,Castrolanda,Produção Agropecuária,3419.8,848.4,1.9,16.8,16.5,316.2,307.6,5.3,5.4,2,110.3,1,52.6,22.6,NA,3384,NA,47.6,NA,40,NA,NA,Brasileiro,2019
266,Cateno,Serviços,2850.5,707.2,0.7,177.5,184.2,3330.6,3271.2,5.1,5.3,25.1,457.3,4.2,3.9,0.9,336.6,59,6412.1,3,87.2,349.1,NA,NA,Brasileiro,2017
121,Repsol Sinopec,Energia,5960.4,1478.8,-16.2,336.5,458,8258.1,8152.9,3.8,5.3,22.8,-66.6,0.2,20.1,15.8,816.8,110,7071.8,24.8,349.2,784.7,1471.2,99.5,Espanhol,2019
289,Cateno,Serviços,2835.1,703.4,-0.1,152.9,168.2,3106.3,3033.6,4.7,5.3,21.7,596.1,5,4.5,1.2,232.3,106,2471.5,6.7,87.5,322.4,NA,NA,Brasileiro,2019
434,Amaggi Agro,Produção Agropecuária,1853.3,459.8,10.7,41.1,34.2,663.3,639.4,6.2,5.3,8.9,229.5,0.6,64.1,45.3,128.6,3305,40.2,31.3,18.4,77.2,441.4,96,Brasileiro,2019
238,Dasa,Serviços de Saúde,3298.2,818.3,2.1,46,47.7,883.5,863.5,5,5.3,5.6,108.5,0.5,52.8,34.5,381.5,17602,22.4,200.9,76.2,114.5,NA,NA,Brasileiro,2018
374,Prosegur,Transporte,2085.6,517.4,-39.5,15.8,16.9,306.5,299.8,4.8,5.3,3.1,92.1,1.2,40.8,24.2,NA,14399,NA,224.9,NA,57.6,NA,NA,Espanhol,2018
76,Celesc,Energia,8346.4,2070.7,1.4,-10.2,23.9,441.2,441,-2.3,5.3,-0.5,21.3,0.7,79.2,33.5,1879.5,3329,568.2,116.1,1730.6,74.2,NA,NA,Estatal,2015
103,Gerdau Açominas,Siderurgia e Metalurgia,6353.6,1576.3,-9.3,107.2,89.7,1795.3,1704.4,5.9,5.2,6.8,381.1,0.8,41.8,28.4,NA,NA,NA,147.1,NA,253.3,557.5,35.4,Brasileiro,2016
93,Raízen Energia,Energia,7294.5,1809.7,-4.4,106.3,119.3,2172.5,2116.8,4.5,5.2,5.9,112.8,0.6,58.6,38.6,524.1,NA,NA,NA,95.7,369,NA,NA,Bras-Anglo-Holand,2019
448,Adama Brasil,Química e Petroquímica,1634,405.4,-6.1,6.9,7.7,139.7,137.6,4.6,5.2,1.7,171,1.1,68.5,41.9,52.8,565,95.5,32.4,10.3,23.6,7.3,1.8,Israelense,2017
210,B3,Serviços,3579.5,888.1,NA,319.1,348,6611.4,6524.1,4.7,5.1,35.9,541.4,0.6,36.4,23.2,633.3,1793,404.2,177.9,160.2,514.5,NA,NA,Pulverizado,2017
338,Arosuco,Bens de Consumo,2315.1,574.4,-7.5,48,70.1,1089.3,1086.4,3.5,5.1,8.4,NA,NA,10.3,0.4,570.3,682,818.8,11.4,144.4,502.3,3,0.5,Belga,2017
90,Hydro Alunorte,Química e Petroquímica,7432,1843.9,43.2,87,63.8,1361.6,1249.5,6.3,5.1,4.7,-204.2,0.7,44.4,21,464.8,NA,NA,NA,-23.9,526.4,1479.8,80.3,Norueguês,2015
444,J. Macêdo,Bens de Consumo,1649.8,409.3,-11.9,7.9,7.8,155.2,152.1,5,5.1,1.9,53.5,0.8,61.8,30.5,121.7,2479,49.1,NA,55.2,26,NA,NA,Brasileiro,2017
477,Distribuidora Automotiva,Atacado,1591.2,394.8,13.6,4.6,8.2,160.3,160.1,2.9,5.1,1.2,99.4,2.4,31.2,3,NA,NA,NA,NA,NA,7.9,NA,NA,Brasileiro,2018
81,C. Vale,Produção Agropecuária,7503.5,1861.6,-2.5,20.8,21.5,423.4,416.4,4.8,5.1,1.1,219.8,1,70.8,18.5,199.3,9130,23.5,102,46.7,97.2,282.1,15.2,Brasileiro,2017
383,Adama Brasil,Química e Petroquímica,1962.1,486.8,13.9,4,9,181.6,175.6,2.2,5.1,0.8,191.6,1.1,74.7,23.3,75.3,546,136.5,26.2,28.6,50.6,18.5,3.8,Israelense,2015
5,Ipiranga,Atacado,75320.6,18686.7,-4.4,71.9,90.7,1767.1,1741.8,4,5.1,0.4,1209.5,0.9,60.9,46.1,618.2,2156,285.8,76.6,309.3,511.7,NA,NA,Brasileiro,2019
425,Agrofel Grãos e Insumos,Atacado,1818.5,451.2,16.3,1.1,0.7,14,13.4,7.4,5.1,0.2,17.7,0.9,91.8,19,33.2,439,70.1,8.8,0.7,18.1,NA,NA,Brasileiro,2018
120,Votorantim Cimentos,Indústria da Construção,5369.4,1332.1,-25.6,80.4,102.3,2083.6,2013.4,3.8,5,6,140.1,0.3,67.5,54.9,907.1,7909,116,195.9,510.4,217.1,6.9,0.5,Brasileiro,2016
44,Usiminas,Siderurgia e Metalurgia,13327,3306.4,21.6,171.5,188,3765.1,3691.9,4.5,5,5.2,864,1,41.5,29.3,560.1,8283,66.7,227.1,254.4,410.2,430,13,Nipo-ítalo-Brasil.,2018
43,Lojas Americanas,Varejo,12086,2998.5,2.4,62.2,63.8,1256.9,1240.8,4.8,5,2.1,1208.9,0.9,73.2,41.7,853.4,23125,38.5,142.9,167.9,563.9,NA,NA,Brasileiro,2017
11,Bunge,Bens de Consumo,31984.4,7935.2,-2.3,95.6,121.8,2457.9,2438.2,3.9,5,1.2,1465.1,1.5,46.3,22.8,NA,7358,NA,NA,NA,167.8,5031.6,63.4,Holandês,2017
384,Pif Paff,Bens de Consumo,1842.4,457.1,0.7,4.2,3.9,76.9,73.4,5.1,5,0.9,21.6,1,64.7,17.6,NA,8494,NA,64.1,NA,20.4,22.9,5,Brasileiro,2016
150,Grupo Martins,Atacado,4778.1,1185.4,-11.5,-0.1,4.9,92.5,90.8,-0.1,5,0,100.8,1.2,77.9,18.9,120.3,4092,26.4,65.4,44.3,-0.6,NA,NA,Brasileiro,2015
376,Fibria-MS,Papel e Celulose,1981.5,491.6,9.4,60.8,72.2,1522.4,1430.6,3.9,4.9,12.4,723.6,1.1,34.1,30.6,NA,990,NA,28.5,NA,237.8,309,62.9,Brasileiro,2015
81,Furnas,Energia,8106.7,2011.2,-13.5,176.1,270.5,5444.8,5409.9,3.2,4.9,8.8,665,1.5,46,34.4,1395.4,3037,448.3,288.6,571.2,754.2,NA,NA,Estatal,2018
25,ArcelorMittal Brasil,Siderurgia e Metalurgia,17558.6,4356.2,-9.7,209.5,192.6,4093.6,3874,5.1,4.9,4.8,362.1,0.6,50.8,31.6,1209.9,9729,125.1,386.7,330.8,575.1,1756.8,40.3,Anglo-Indiano,2016
240,Castrolanda,Produção Agropecuária,3067.7,761.1,13.5,13.7,12.7,268.8,257.1,5,4.9,1.8,89.4,1,59.1,19.8,66,2587,27,25.8,8.3,34.6,53.4,7,Brasileiro,2016
330,Coop,Varejo,2423.1,601.2,0.2,6.1,7.4,142.4,140.1,4,4.9,1,53.7,1.5,40.8,5.7,107.8,5634,18.9,60.6,31,16.6,NA,NA,Brasileiro,2018
384,Oleoplan,Produção Agropecuária,1961.9,486.7,21.5,2.1,5,88.8,84.6,1.9,4.9,0.4,13.7,0.9,66.4,14.8,NA,659,NA,9.1,NA,61.3,143.6,29.5,Brasileiro,2015
122,Enel Distribuição Rio,Energia,5789.7,1436.4,-1.3,46.2,44.3,928.5,904.6,4.9,4.8,3.2,-297.3,1,63.5,30.5,1126.3,970,1161.1,32.4,938.6,242.3,NA,NA,Italiano,2018
6,Telefônica,Telecomunicações,42151.8,10457.7,-5.3,943.6,1004.8,21280,20143.2,4.2,4.7,9,-224.2,0.7,30,14.6,6845.2,33847,262.6,599.7,4441.9,2772.8,NA,NA,Espanhol,2015
66,Globo,Comunicações,9894.1,2454.7,-7.2,104.4,186.7,3970.8,3944.2,2.6,4.7,4.3,2299.3,2.1,31,17.2,NA,NA,NA,NA,NA,-74.3,NA,NA,Brasileiro,2019
132,Lojas Riachuelo,Varejo,5517.9,1369,1.8,31.9,52.8,1114.5,1104.8,2.8,4.7,2.3,144.8,1.3,43.2,13.2,551,34363,16.2,311.6,226.8,113.5,NA,NA,Brasileiro,2019
208,Soluções Usiminas,Siderurgia e Metalurgia,3813.4,946.1,11.1,8.1,13.6,283.3,280.9,2.8,4.7,0.9,183.4,2.6,30.2,7.6,NA,1307,NA,37.1,NA,29.9,0.1,0,Nipo-ítalo-Brasil.,2019
12,Bunge,Bens de Consumo,35223.5,8738.8,-9,61.3,84.2,1701.8,1671.3,3.4,4.7,0.7,851.3,1.2,54.8,24.4,NA,6622,NA,NA,NA,149.3,5307.2,60.7,Holandês,2019
345,AWA Brasil,Mineração,2264,561.7,27.4,73,80.3,1772,1744.8,4.1,4.6,13,122.2,3.8,8.3,1.8,NA,818,NA,31.8,NA,205.5,37.9,6.7,Americano,2017
135,Cedae,Infraestrutura,5238,1299.5,7.5,99.1,75.1,1657.4,1600.1,5.9,4.6,7.6,86.2,0.4,55.8,46.3,652.5,5531,114.9,293.6,253.4,204,NA,NA,Estatal,2017
434,Votorantim Cimentos N/NE,Indústria da Construção,1785.5,443,17.4,33.5,30.6,570.1,551.7,4.9,4.6,7.6,35,0.6,48.3,37.9,269.1,1574,174.5,32.2,166.8,96.3,NA,NA,Brasileiro,2018
23,Embraer,Autoindústria,18755.6,4653.2,0,103.9,161.8,3581.7,3467,2.9,4.6,2.2,2057.9,0.9,62.2,36.7,1079.4,16007,65.4,754.6,124.3,410.2,4168.2,89.6,Pulverizado,2016
281,Soluções Usiminas,Siderurgia e Metalurgia,2743.5,680.6,30.3,10,13.5,293.8,291.7,3.4,4.6,1.5,166.8,3,24.5,10.2,NA,1377,NA,40.1,NA,27.1,0.2,0,Nipo-ítalo-Brasil.,2017
432,Copagril,Produção Agropecuária,1638.2,406.4,2.7,5.1,3.4,78.7,73.8,6.4,4.6,1.2,7.8,0.8,72.7,20.1,36.9,2953,12.4,26.2,4,16.6,78.3,19.3,Brasileiro,2016
260,Cateno,Serviços,2830.5,702.2,NA,145.6,156.8,3494.8,3367.3,4,4.5,20.7,364,3.1,3.8,1.8,NA,NA,NA,NA,NA,308.7,NA,NA,Brasileiro,2016
131,Repsol Sinopec,Energia,5263.3,1305.8,50.3,266.2,339,7362.9,7295.6,3.5,4.5,20.4,-257.2,0.3,12.7,6.6,206.2,126,1499.6,17.6,45.6,666.1,1255.7,96.2,Espanhol,2017
183,JSL,Transporte,4077.5,1011.6,-1.8,49.2,13.7,359.2,299.6,13.6,4.5,4.9,304.2,0.4,81.8,68.5,528.8,15831,32.5,201.6,162.4,215,5.1,0.5,Brasileiro,2015
457,Totvs,Indústria Digital,1651.9,409.8,-5,11,15.4,336.8,333.1,3.1,4.5,2.7,7,0.8,41.4,16.6,282.2,5544,50.8,NA,62.7,55,NA,NA,Pulverizado,2018
105,Farmácia Pague Menos,Varejo,6307.6,1564.9,9.9,6.3,11.5,247.9,242.6,2.5,4.5,0.4,112.8,1.1,68,9.9,494.5,20694,24.7,212.7,225.5,56.5,NA,NA,Brasileiro,2016
359,Marcopolo,Autoindústria,2116.8,525.2,-32.7,-3.9,25.5,541.9,537,-0.7,4.5,-0.8,298.6,1.1,51.4,25.6,157.8,6236,22.4,139.9,-14.5,37.9,237.8,45.3,Brasileiro,2015
260,Gerdau,Siderurgia e Metalurgia,3143.4,779.9,-5.5,124.9,298.6,6695.6,6687.6,1.8,4.4,16,662.7,0.6,29.2,27.8,247,NA,NA,64.1,56.3,72.3,173.1,22.2,Brasileiro,2019
174,Caramuru Alimentos,Produção Agropecuária,4168.4,1034.2,3.8,13,7.1,176.6,159.1,7.3,4.4,1.3,345.7,0.8,85,51.8,221.1,2916,77,40.7,28.2,169.2,554.4,53.6,Brasileiro,2015
451,Frigol,Bens de Consumo,1678.3,416.4,13.1,0.9,0.3,8,7.2,11.1,4.4,0.2,-5,0.8,93.2,24.5,61,2523,23.8,28.2,16.2,17.6,97.7,23.5,Brasileiro,2018
142,Cedae,Infraestrutura,5029.5,1247.8,-9.5,178.5,73.1,1899.4,1672.6,9.3,4.3,14.3,44.1,0.4,55.4,47,670,6293,104.9,289,247.6,260.6,NA,NA,Estatal,2015
26,TIM,Telecomunicações,17237.6,4276.6,-16.7,248.9,191.1,4642,4392.6,5.3,4.3,5.8,666.5,0.7,51.6,29.7,NA,NA,NA,NA,NA,1375.6,NA,NA,Italiano,2016
421,South32 Minerals,Mineração,1767,438.4,-19.5,28.2,30.4,746.6,733.5,3.8,4.2,6.4,265.1,1.6,25.1,16.1,55.5,17,3264.7,0.7,10.5,108.7,330.8,75.5,Australiano,2017
341,Saneago,Infraestrutura,2359.7,585.4,3.7,36.2,30,728.9,705.4,5,4.2,6.2,-10,0.6,44.4,34.4,358,5838,63.8,231.8,103.5,128.2,NA,NA,Estatal,2018
126,Celpe,Energia,5724.1,1420.1,6.6,34.8,20.9,543.7,495,6.3,4.2,2.4,-53.9,0.8,64.4,31.8,799.8,1699,469.7,53.2,662,135.5,NA,NA,Brasileiro,2015
376,Cesp,Energia,1899,471.1,NA,86.9,84.3,2073.2,1979.4,4,4.1,18.4,-5.2,1,37.1,30,233.2,568,340.5,51.2,142.1,161.9,NA,NA,Estatal,2016
157,Votorantim Cimentos,Indústria da Construção,4780.3,1186,1.6,86.2,118.8,2922.9,2883.2,2.9,4.1,7.3,27.8,0.8,31.7,19.8,639,6552,99.4,167.8,422,122.5,0,0,Brasileiro,2019
441,Copagril,Produção Agropecuária,1754.7,435.3,8.4,3.5,2.6,66.7,63.9,5.2,4.1,0.8,33.1,0.8,79.8,27.6,43.6,3335,13.6,29.7,2.7,16.8,90.5,20.8,Brasileiro,2018
33,Louis Dreyfus,Produção Agropecuária,15089.5,3743.6,-9.5,26.1,25.6,646.1,620.1,4,4.1,0.7,44.5,0.8,76.3,31.6,NA,3502,NA,79.5,NA,-150.3,3002.6,80.2,Francês,2016
391,Aliança Agrícola,Atacado,2098.3,520.6,15,1.4,1.9,47.2,46.7,2.9,4.1,0.3,-1.3,1.2,75.1,0.9,NA,207,NA,4.1,NA,9.7,408.9,78.5,Russo,2019
445,Cesp,Energia,1732.5,429.8,6.8,72.7,76.2,1880.9,1837.9,3.7,4,16.9,-7.6,1.2,31.3,22.9,175,519,337.8,NA,60.5,158.8,NA,NA,Brasileiro,2018
305,VLI Multimodal,Transporte,2509.7,622.6,-1.3,21,85.8,2193.3,2144.8,0.9,4,3.4,-15.4,1.2,28.6,21.9,140.2,514,NA,27.1,52.9,238.7,NA,NA,Brasileiro,2015
352,Hospital Sírio Libanês,Serviços de Saúde,2325.5,576.9,8.3,17.2,17.6,448.8,437,3.8,4,3,125.3,0.9,36.1,22,NA,8386,NA,192.6,NA,57.6,NA,NA,Brasileiro,2019
369,TecBan,Indústria Digital,1945,482.5,22.3,11.9,4.4,124.4,111.7,9.6,4,2.5,-87.4,0.3,68.3,31.6,230.8,3568,71.9,51.9,56.8,103,NA,NA,Brasileiro,2016
194,Caramuru Alimentos,Produção Agropecuária,3747.3,929.7,-11.9,8.2,6.8,172,167.3,4.8,4,0.9,150,0.7,78.6,54.7,86.2,2509,32.7,38.5,28,34.5,429.5,46.2,Brasileiro,2017
41,Renault,Autoindústria,13302.4,3300.3,-2.5,28.2,21,554.2,532.1,5.1,4,0.9,-175.6,0.8,71.6,13.3,NA,7698,NA,287.6,NA,222.2,692.8,21,Francês,2019
37,Sabesp,Infraestrutura,14517.9,3601.8,-4.1,461.6,157.5,4632.3,4029.6,9.9,3.9,12.8,-85.2,0.2,57.2,47,1839.7,14223,127,515.9,350.5,1209,NA,NA,Estatal,2015
205,Duratex,Indústria da Construção,3625.8,899.5,-0.2,41.5,49.6,1282.5,1266,3.2,3.9,4.6,215.5,0.8,39.3,23.8,255.6,11400,22.8,129.2,80.1,88.5,97,10.8,Brasileiro,2017
237,Dasa,Serviços de Saúde,3229.8,801.3,1.8,36,35.3,911.7,895.5,3.9,3.9,4.5,-34.5,0.5,44.1,23,380.9,16492,23.2,163.8,98.6,146.6,NA,NA,Brasileiro,2017
301,Esho,Serviços de Saúde,2672.4,663,4.2,26.5,40.9,1077.7,1067.5,2.4,3.8,4,21.9,0.7,16.1,8.2,NA,NA,NA,NA,NA,21.9,NA,NA,Brasileiro,2018
164,Duratex,Indústria da Construção,4336.1,1075.8,-8.9,29,53.9,1403.7,1331.5,2,3.8,2.7,402,0.8,42.7,31.5,371.7,12186,31.1,152.9,118.8,131,88.1,8.2,Brasileiro,2015
407,Marcopolo,Autoindústria,1835.9,455.5,2,10.9,19.4,510.9,509.8,2.1,3.8,2.4,217.3,1.2,44.5,18.5,122.4,6255,19.8,124.1,-0.4,5.8,243.3,53.4,Brasileiro,2017
16,BRF,Bens de Consumo,29386.2,7290.6,13.3,118.1,73.8,2054.6,1958.9,5.7,3.8,1.6,-974.2,0.6,81.3,41.6,2704,88028,30.9,899.7,878.7,1013.1,2660.1,36.5,Brasileiro,2019
340,Vigor,Bens de Consumo,2396,594.4,-2.6,40.9,43.5,1175.6,1165.5,3.5,3.7,6.9,106.7,0.9,26,22.2,85.4,1949,44.4,31.6,23.8,-7.7,0.7,0.1,Mexicano,2019
302,Cateno,Serviços,2525,626.4,NA,NA,130.4,NA,3553.1,NA,3.6,NA,248,2.5,4.5,0,NA,NA,NA,NA,NA,271.2,NA,NA,Brasileiro,2015
376,Compesa,Infraestrutura,1996.6,495.4,10.5,53.2,49.2,1383.6,1353.7,3.8,3.6,10.7,101.1,0.6,24.7,18.4,253.9,3455,73.5,84.3,104.3,83.8,NA,NA,Estatal,2017
310,VLI Multimodal,Transporte,2598.2,644.6,0,51.9,85.5,2370.1,2346.6,2.2,3.6,8.1,74.7,0.5,39.5,28.1,151.4,990,157.5,41.3,33.9,254.6,NA,NA,Brasileiro,2018
318,Tereos Açúcar e Energia,Energia,2517,624.5,1.7,24.6,27.5,761.5,751.3,3.2,3.6,3.9,173.6,0.9,46.4,32,NA,7786,NA,102.6,NA,134.9,NA,NA,Francês,2018
222,Dasa,Serviços de Saúde,3533.2,876.6,7.1,31.2,31,836.5,811.8,3.5,3.6,3.6,90.4,0.4,61.6,45.6,378.7,18841,20.8,229.6,84.1,160.9,NA,NA,Brasileiro,2019
484,Usina da Pedra,Energia,1559.6,386.9,-12,10.9,9.8,277.6,271.8,3.9,3.6,2.8,77.6,0.7,54.6,35,132.4,4367,30.9,63.9,40.5,71.8,104.4,27,Brasileiro,2018
49,Light Sesa,Energia,10769,2671.7,9.3,33.8,25,709.3,686.5,4.7,3.6,1.3,-186.2,0.9,78.8,44.8,2303.3,3847,598.3,74.5,1950.7,373.3,NA,NA,Brasileiro,2017
49,Yara Brasil,Química e Petroquímica,11647.4,2889.7,13.4,25.2,24.1,696.7,679.2,NA,3.6,0.9,-289.7,0.7,71.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,Norueguês,2018
51,Copel Distribuição,Energia,11876.6,2946.5,5.4,2.7,60.5,1679.5,1646.2,0.2,3.6,0.1,441.2,1.1,47.5,23.1,2924.2,6032,483.2,176.3,2698.3,90.5,NA,NA,Estatal,2015
298,VLI Multimodal,Transporte,2597.1,644.3,12.8,56.7,83.7,2397.7,2378.4,2.3,3.5,8.8,229.8,0.4,35.4,29.4,158.9,932,175.1,42.3,35.5,269.1,NA,NA,Brasileiro,2017
396,Movida Rent a Car,Serviços,1787.3,443.4,71.3,25,8.1,254.2,231.5,9.8,3.5,5.6,-255.7,0.3,63.2,9.8,103.2,2481,46.6,39.3,32.5,46,NA,NA,Brasileiro,2016
29,AES Eletropaulo,Energia,16942.4,4203.3,18.5,80.1,29.7,942.8,834.1,8.4,3.5,1.9,21.5,0.8,76.8,44.1,3538.2,7165,531.4,176.2,3100.8,283.1,NA,NA,Americano,2015
121,Queiroz Galvão,Indústria da Construção,5855.3,1452.7,-6.9,-5.7,21.4,609,599.5,-0.9,3.5,-0.4,277.5,1.3,45,22.6,636,9800,43.2,272.1,135.9,155.3,239.7,16.5,Brasileiro,2015
380,Compesa,Infraestrutura,2135.7,529.8,-6,61.2,52.8,1593.6,1544.3,3.8,3.4,11.5,93.5,0.6,23.9,18.8,232.2,3277,68.8,92.2,95,67.2,NA,NA,Estatal,2019
348,Compesa,Infraestrutura,2272.3,563.7,13.8,53.7,50.3,1503.6,1464.3,3.5,3.4,9.5,78.7,0.6,23.3,17.6,240.2,3471,69.4,84.9,91.7,93.1,NA,NA,Estatal,2018
252,ALL Malha Norte,Transporte,2950.5,732,-3.9,43.3,30.5,868.9,825.5,4.6,3.4,5.9,469.9,0.8,68.5,54.9,NA,NA,NA,NA,NA,279.5,NA,NA,Brasileiro,2016
397,Energia Pecém,Energia,1874.1,465,38.1,26.1,19.8,601.8,583.7,4.3,3.4,5.6,46.1,0.5,48.5,39.8,137.3,250,534.4,11,53.5,125.4,NA,NA,Português,2017
463,Cisper,Diversos,1575.1,390.8,0.2,9.2,5.9,180.9,174.2,5.1,3.4,2.4,105.7,0.6,69.6,53.1,NA,2335,NA,11.9,NA,62.8,8.5,2.2,Americano,2017
111,Celpe,Energia,5843.4,1449.7,8.6,21.9,15.1,428.3,412.8,4.8,3.4,1.5,-93.7,0.7,76.4,44.4,795.9,2314,372.3,66,630.7,147.7,NA,NA,Espanhol,2017
438,Pif Paf,Bens de Consumo,1782.4,442.2,-2.7,2.8,2.8,85.5,83.5,3.3,3.4,0.6,27.3,1,67.3,22.1,141.5,7999,17.4,58,51.3,23.1,32,7.2,Brasileiro,2018
